    180 Chromis multilineata	Perciformes
    180 Cancer irroratus	Decapoda
    180 Arca zebra	Arcoida
    180 Ammodytidae	Perciformes
    176 Salmacina tribranchiata	Sabellida
    176 Amphipoda(Gammarus spp.)	Amphipoda
    175 Octopus sp.	Octopoda
    175 Navicula	Naviculales
    175 Isognomon radiatus	Pterioida
    175 Isognomon bicolor	Pterioida
    175 hermit crabs	Decapoda
    175 Chama sarda	Veneroida
    175 CALLIONYMUS LYRA	Perciformes
    175 Barbatia candida	Arcoida
    175 Arcopsis adamsi	Arcoida
    174 Themisto libellula	Amphipoda
    174 TEMORA SPP	Calanoida
    174 Spirobranchus giganteus	Sabellida
    174 Palaemonidae	Decapoda
    174 Mytilus edulis	Mytiloida
    174 Corophiidae	Amphipoda
    174 Alosa pseudoharengus	Clupeiformes
    172 Oscillatoria	Oscillatoriales
    172 Loxorhynchus grandis	Decapoda
    170 Sparisoma viride	Perciformes
    169 Polynoidae	Phyllodocida
    169 Acanthurus chirurgus	Perciformes
    168 Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.	Terebellida
    168 Smenospongia aurea	Dictyoceratida
    168 Pseudocertina crassa	Verongida
    168 Primno macropa	Amphipoda
    168 Lophogaster typicus	Lophogastrida
    168 Laeonereis culveri	Phyllodocida
    168 Ircinia felix	Dictyoceratida
    168 Ircinia campana	Dictyoceratida
    168 Igernella notabilis	Dendroceratida
    168 Cribochalina vasculum	Haplosclerida
    168 Clathrina coriacea	Clathrinida
    168 Chydorus sphaericus	Diplostraca
    168 Chione cancellata	Veneroida
    168 Bosmina longirostris	Diplostraca
    168 Aplysina fistularis	Verongida
    168 Agelas dispar	Agelasida
    166 Pinnotheridae	Decapoda
    165 Sparisoma chrysopterum	Perciformes
    162 Urophycis regia	Gadiformes
    162 Rhachotropis sp.	Amphipoda
    162 Pleuronectidae	Pleuronectiformes
    162 Pitar fulminata	Veneroida
    162 Ophiocoma wendtii	Ophiurida
    162 Ophiocoma echinata	Ophiurida
    162 Hypoatherina harringtonensis	Atheriniformes
    162 Calanus hyperboreus	Calanoida
    162 Brevoortia patronus	Clupeiformes
    161 Simuliidae	Diptera
    161 CARCINUS MAENAS	Decapoda
    160 Sparisoma rubripinne	Perciformes
    160 Scarus guacamaia	Perciformes
    160 Hyperoplus lanceolatus	Perciformes
    160 Cypraea spurca	Littorinimorpha
    160 Cypraea cinerea	Littorinimorpha
    160 Cymatium pileare	Littorinimorpha
    160 coleopterans	Coleoptera
    160 Capelin Mallotus villosus	Osmeriformes
    156 Vibilia antarctica	Amphipoda
    156 Urophycis chuss	Gadiformes
    156 Sergestidae	Decapoda
    156 Pleuromamma spp.	Calanoida
    156 Pandalus	Decapoda
    156 Monacanthus ciliatus	Tetraodontiformes
    156 GADIDAE	Gadiformes
    156 Euchaeta sp.	Calanoida
    156 Chromodoris clenchi	Nudibranchia
    156 Calanus glacialis	Calanoida
    156 Atagema browni	Nudibranchia
    156 Aphrodita aculeata	Phyllodocida
    155 Sparisoma radians	Perciformes
    155 Pomatoschistus minutus	Perciformes
    155 Pandalidae (shrimp) Pandalus sp.	Decapoda
    155 Nereis diversicolor	Phyllodocida
    155 Hippolyte pleuracanthus	Decapoda
    155 Corycaeus sp.	Poecilostomatoida
    155 Aulostomus maculatus	Syngnathiformes
    154 Solenocera membranacea	Decapoda
    154 Salpida	Salpida
    154 Pleuromamma gracilis	Calanoida
    152 Trichoptera	Diptera
    152 Thecosomata	Thecosomata
    152 CUMACEA	Cumacea
    150 Solea vulgaris	Pleuronectiformes
    150 Scolecithricella sp.	Calanoida
    150 Ophiothrix spiculata	Ophiurida
    150 Ophioplocus esmarki	Ophiurida
    150 Ophioblennius atlanticus	Perciformes
    150 Neomysis integer	Mysida
    150 Lampanyctodes hectoris	Myctophiformes
    150 Gasterosteus aculeatus	Gasterosteiformes
    150 GAMMARIDAE	Amphipoda
    150 Eucidaris tribuloides	Cidaroida
    150 Chromis cyanea	Perciformes
    150 CALANUS FINMARCHICUS	Calanoida
    150 Attanetta harringtonensis	Atheriniformes
    150 AMPELISCA SPP	Amphipoda
    150 ACARTIA CLAUSI	Calanoida
    149 Cololabis saira	Beloniformes
    147 Macrobrachium	Decapoda
    147 Caridina	Decapoda
    145 Modiolus americanus	Mytiloida
    145 Leiostomus xanthurus	Perciformes
    145 Farfantepenaeus aztecus	Decapoda
    145 Euphausia triacantha	Euphausiacea
    145 crab megalops	Decapoda
    145 Corystes cassivelanus	Decapoda
    145 Anadara notabilis	Arcoida
    144 Urophycis tenuis	Gadiformes
    144 Unidentified shrimp	Decapoda
    144 TRISOPTERUS MINUTUS	Gadiformes
    144 TRISOPTERUS ESMARKI	Gadiformes
    144 Thysanoessa longicaudata	Euphausiacea
    144 Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.                     Polydora sp.	Spionida
    144 Podochela sidneyi	Decapoda
    144 Pista cristata	Terebellida
    144 Pinnularia	Naviculales
    144 PARACALANUS PARVUS	Calanoida
    144 lobsters	Decapoda
    144 LIMANDA LIMANDA	Pleuronectiformes
    144 Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.               Kinbergonuphis sp.	Eunicida
    144 Hyperiella dilatata	Amphipoda
    144 Hydropsychidae	Trichoptera
    144 Hemiramphus brasiliensis	Beloniformes
    144 CRANGON ALLMANNI	Decapoda
    144 Carpilius corallinus	Decapoda
