FBC:FB:SpecCode:11738	Eustomias bigelowi	1	536
FBC:FB:SpecCode:11739	Plicofollis argyropleuron	2	536
FBC:FB:SpecCode:11740	Netuma bilineata	2	536
FBC:FB:SpecCode:11754	Eustomias melanostigma	1	536
FBC:FB:SpecCode:1175	Cynoscion nothus	16	536
FBC:FB:SpecCode:11769	Leptostomias gladiator	1	536
FBC:FB:SpecCode:11778	Melanostomias melanops	1	536
FBC:FB:SpecCode:11782	Melanostomias tentaculatus	1	536
FBC:FB:SpecCode:11790	Photonectes margarita	3	536
FBC:FB:SpecCode:11794	Eleotris acanthopoma	10	536
FBC:FB:SpecCode:1179	Isopisthus parvipinnis	8	536
FBC:FB:SpecCode:117	Scomber japonicus	79	536
FBC:FB:SpecCode:11806	Aristostomias polydactylus	1	536
FBC:FB:SpecCode:11807	Doryichthys martensii	1	536
FBC:FB:SpecCode:11809	Aristostomias tittmanni	1	536
FBC:FB:SpecCode:1180	Larimus breviceps	7	536
FBC:FB:SpecCode:11810	Aristostomias xenostoma	1	536
FBC:FB:SpecCode:11815	Kneria auriculata	2	536
FBC:FB:SpecCode:11818	Redigobius bikolanus	4	536
FBC:FB:SpecCode:11819	Mesobola brevianalis	2	536
FBC:FB:SpecCode:11828	Idiacanthus fasciola	1	536
FBC:FB:SpecCode:1182	Larimus fasciatus	7	536
FBC:FB:SpecCode:11833	Bathylagus euryops	6	536
FBC:FB:SpecCode:11841	Bathysaurus ferox	3	536
FBC:FB:SpecCode:1184	Nebris microps	1	536
FBC:FB:SpecCode:11851	Chromis albomaculata	5	536
FBC:FB:SpecCode:1185	Odontoscion dentex	10	536
FBC:FB:SpecCode:11861	Chromis dimidiata	2	536
FBC:FB:SpecCode:11867	Barbus bifrenatus	1	536
FBC:FB:SpecCode:11878	Anguilla dieffenbachii	17	536
FBC:FB:SpecCode:11879	Centrobranchus nigroocellatus	2	536
FBC:FB:SpecCode:1187	Paralonchurus brasiliensis	1	536
FBC:FB:SpecCode:11894	Prochilodus nigricans	1	536
FBC:FB:SpecCode:1189	Protosciaena bathytatos	1	536
FBC:FB:SpecCode:118	Scomber scombrus	80	536
FBC:FB:SpecCode:11903	Gasteropelecus maculatus	1	536
FBC:FB:SpecCode:11904	Profundulus hildebrandi	1	536
FBC:FB:SpecCode:1191	Sciaenops ocellatus	43	536
FBC:FB:SpecCode:1193	Stellifer lanceolatus	12	536
FBC:FB:SpecCode:11940	Metynnis maculatus	6	536
FBC:FB:SpecCode:11944	Myloplus rubripinnis	1	536
FBC:FB:SpecCode:11947	Malakichthys griseus	1	536
FBC:FB:SpecCode:1195	Stephanolepis setifer	2	536
FBC:FB:SpecCode:11967	Girardinus metallicus	1	536
FBC:FB:SpecCode:1196	Stellifer rastrifer	5	536
FBC:FB:SpecCode:11970	Serrasalmus rhombeus	15	536
FBC:FB:SpecCode:11973	Serrasalmus spilopleura	1	536
FBC:FB:SpecCode:11978	Bagrichthys macropterus	1	536
FBC:FB:SpecCode:11979	Argyrosomus japonicus	13	536
FBC:FB:SpecCode:11987	Pseudomystus siamensis	2	536
FBC:FB:SpecCode:1198	Stromateus fiatola	1	536
FBC:FB:SpecCode:11994	Nemadactylus douglasii	12	536
FBC:FB:SpecCode:11997	Cheilodactylus spectabilis	8	536
FBC:FB:SpecCode:11998	Cheilodactylus zebra	8	536
FBC:FB:SpecCode:119	Scomberomorus brasiliensis	5	536
FBC:FB:SpecCode:12003	Silonia silondia	1	536
FBC:FB:SpecCode:12004	Optivus elongatus	2	536
FBC:FB:SpecCode:12006	Bagarius bagarius	1	536
FBC:FB:SpecCode:12011	Pseudaphritis urvillii	10	536
FBC:FB:SpecCode:12013	Chaca bankanensis	1	536
FBC:FB:SpecCode:12019	Neogobius melanostomus	11	536
FBC:FB:SpecCode:1201	Scorpaena plumieri	10	536
FBC:FB:SpecCode:12020	Proterorhinus marmoratus	2	536
FBC:FB:SpecCode:12032	Belontia hasselti	5	536
FBC:FB:SpecCode:12035	Betta bellica	2	536
FBC:FB:SpecCode:1203	Diplectrum formosum	19	536
FBC:FB:SpecCode:12045	Bahaba taipingensis	1	536
FBC:FB:SpecCode:1204	Epinephelus drummondhayi	8	536
FBC:FB:SpecCode:12059	Plagioscion auratus	2	536
FBC:FB:SpecCode:1205	Hyporthodus flavolimbatus	17	536
FBC:FB:SpecCode:12060	Catlocarpio siamensis	1	536
FBC:FB:SpecCode:12061	Laubuka laubuca	3	536
FBC:FB:SpecCode:12064	Labiobarbus festivus	2	536
FBC:FB:SpecCode:12068	Elopichthys bambusa	1	536
FBC:FB:SpecCode:1206	Hyporthodus mystacinus	3	536
FBC:FB:SpecCode:12075	Labeo bata	1	536
FBC:FB:SpecCode:1207	Hyporthodus nigritus	7	536
FBC:FB:SpecCode:1208	Hyporthodus niveatus	2	536
FBC:FB:SpecCode:12090	Neoarius leptaspis	2	536
FBC:FB:SpecCode:12092	Cnidoglanis macrocephalus	15	536
FBC:FB:SpecCode:12094	Neosilurus ater	5	536
FBC:FB:SpecCode:1209	Mycteroperca bonaci	5	536
FBC:FB:SpecCode:120	Scomberomorus cavalla	32	536
FBC:FB:SpecCode:12101	Tandanus tandanus	8	536
FBC:FB:SpecCode:12105	Platydoras hancockii	1	536
FBC:FB:SpecCode:12108	Oxydoras niger	3	536
FBC:FB:SpecCode:12109	Pterodoras granulosus	9	536
FBC:FB:SpecCode:12114	Brachyplatystoma juruense	1	536
FBC:FB:SpecCode:12116	Brachyplatystoma platynemum	1	536
FBC:FB:SpecCode:1211	Mycteroperca interstitialis	3	536
FBC:FB:SpecCode:12125	Neolissochilus hexagonolepis	2	536
FBC:FB:SpecCode:12127	Macquaria colonorum	1	536
FBC:FB:SpecCode:12129	Percichthys trucha	13	536
FBC:FB:SpecCode:1212	Mycteroperca microlepis	31	536
FBC:FB:SpecCode:12131	Gramma melacara	9	536
FBC:FB:SpecCode:1213	Mycteroperca phenax	3	536
FBC:FB:SpecCode:12142	Chirodactylus grandis	5	536
FBC:FB:SpecCode:12144	Sorubim lima	12	536
FBC:FB:SpecCode:12145	Sorubimichthys planiceps	1	536
FBC:FB:SpecCode:1214	Mycteroperca rubra	2	536
FBC:FB:SpecCode:12152	Bunocephalus coracoideus	2	536
FBC:FB:SpecCode:1215	Mycteroperca tigris	6	536
FBC:FB:SpecCode:1216	Mycteroperca venenosa	12	536
FBC:FB:SpecCode:1217	Paranthias furcifer	28	536
FBC:FB:SpecCode:1219	Archosargus rhomboidalis	50	536
FBC:FB:SpecCode:121	Scomberomorus commerson	11	536
FBC:FB:SpecCode:12207	Megalechis picta	8	536
FBC:FB:SpecCode:12208	Paraneetroplus maculicauda	1	536
FBC:FB:SpecCode:1220	Calamus arctifrons	8	536
FBC:FB:SpecCode:1221	Calamus bajonado	39	536
FBC:FB:SpecCode:12220	Apteronotus albifrons	1	536
FBC:FB:SpecCode:12221	Eigenmannia virescens	1	536
FBC:FB:SpecCode:12224	Sternopygus macrurus	5	536
FBC:FB:SpecCode:1222	Calamus calamus	43	536
FBC:FB:SpecCode:12238	Salangichthys microdon	2	536
FBC:FB:SpecCode:12239	Salanx chinensis	11	536
FBC:FB:SpecCode:12243	Retropinna retropinna	14	536
FBC:FB:SpecCode:12244	Leptobotia curta	2	536
FBC:FB:SpecCode:12249	Galaxias paucispondylus	4	536
FBC:FB:SpecCode:1225	Calamus leucosteus	4	536
FBC:FB:SpecCode:12260	Acaronia nassa	3	536
FBC:FB:SpecCode:12267	Krobia itanyi	1	536
FBC:FB:SpecCode:12287	Chaetodon larvatus	1	536
FBC:FB:SpecCode:1228	Calamus pennatula	43	536
FBC:FB:SpecCode:12308	Cichlasoma festae	1	536
FBC:FB:SpecCode:12312	Crenicichla saxatilis	1	536
FBC:FB:SpecCode:12318	Nandopsis haitiensis	3	536
FBC:FB:SpecCode:1231	Diplodus holbrookii	10	536
FBC:FB:SpecCode:12323	Hypselecara temporalis	2	536
FBC:FB:SpecCode:12330	Leporinus friderici	2	536
FBC:FB:SpecCode:12335	Characidium fasciatum	6	536
FBC:FB:SpecCode:12346	Charax gibbosus	13	536
FBC:FB:SpecCode:1234	Stenotomus caprinus	35	536
FBC:FB:SpecCode:12352	Crenuchus spilurus	1	536
FBC:FB:SpecCode:12354	Paristiopterus labiosus	7	536
FBC:FB:SpecCode:1235	Sphyraena barracuda	27	536
FBC:FB:SpecCode:1236	Sphyraena guachancho	1	536
FBC:FB:SpecCode:12371	Hemigrammus unilineatus	2	536
FBC:FB:SpecCode:1237	Sphyraena picudilla	4	536
FBC:FB:SpecCode:12391	Moenkhausia oligolepis	2	536
FBC:FB:SpecCode:1239	Lagocephalus laevigatus	1	536
FBC:FB:SpecCode:123	Scomberomorus guttatus	1	536
FBC:FB:SpecCode:1240	Sphoeroides nephelus	1	536
FBC:FB:SpecCode:12416	Stegastes adustus	15	536
FBC:FB:SpecCode:12418	Chromis flavomaculata	5	536
FBC:FB:SpecCode:1241	Sphoeroides spengleri	63	536
