id	name	Anthozoa	Cnidaria_other	Polychaeta	Clitellata	Annelida_other	Polyplacophora	Bivalvia	Gastropoda	Cephalopoda	Mollusca_other	Brachiopoda	Ostracoda	Maxillopoda	Malacostraca	Insecta	Arthropoda_other	Ophiuroidea	Echinoidea	Holothuroidea	Echinodermata_other	Actinopterygii	Chondrichthyes	Amphibia	Reptilia	Aves	Mammalia	Chordata_other	Animalia_other	Plantae	Categories_total	Categories_matched
3597	Medialuna californiensis	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	9
3598	Kyphosus ocyurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
3599	Chaetodipterus zonatus	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	11
3600	Prognathodes aculeatus	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	29	11
3601	Prognathodes aya	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2
3602	Chaetodon capistratus	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	10
3603	Prognathodes falcifer	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	29	4
3604	Chaetodon ocellatus	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	10
3605	Chaetodon sedentarius	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	29	12
3606	Chaetodon striatus	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	29	10
3607	Centropyge argi	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	5
3608	Holacanthus bermudensis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	29	6
3609	Holacanthus ciliaris	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	29	7
3610	Holacanthus tricolor	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	6
3612	Astronotus ocellatus	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	9
3614	Herichthys cyanoguttatus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4
3615	Amatitlania nigrofasciata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
3616	Rocio octofasciata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
3617	Heros severus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	29	6
3622	Amphistichus argenteus	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	11
3625	Brachyistius frenatus	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	8
3626	Cymatogaster aggregata	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	29	13
3628	Embiotoca jacksoni	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	29	15
3629	Embiotoca lateralis	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	29	15
3631	Hyperprosopon argenteum	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	7
3633	Hypsurus caryi	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	29	13
3634	Hysterocarpus traskii traskii	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	6
3635	Micrometrus aurora	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	5
3636	Micrometrus minimus	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	5
3638	Phanerodon furcatus	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	29	6
3639	Rhacochilus toxotes	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	29	10
3640	Rhacochilus vacca	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	29	16
3642	Chromis cyanea	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	13
3646	Chromis punctipinnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	2
3648	Hypsypops rubicundus	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	13
3649	Stegastes diencaeus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	1
3650	Stegastes fuscus	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	15
3651	Stegastes leucostictus	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	16
3653	Stegastes planifrons	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	29	17
3654	Stegastes variabilis	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	29	17
3655	Amblycirrhitus pinos	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	29	8
3656	Clepticus parrae	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	29	10
3657	Decodon puellaris	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5
3660	Halichoeres bivittatus	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	29	17
3662	Halichoeres cyanocephalus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	29	3
3663	Halichoeres garnoti	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	29	14
3664	Halichoeres maculipinna	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	29	14
3666	Halichoeres poeyi	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	29	16
3667	Halichoeres semicinctus	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	29	15
3668	Xyrichtys martinicensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
3669	Xyrichtys splendens	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	10
3670	Oxyjulis californica	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	9
3671	Semicossyphus pulcher	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	29	19
3672	Tautogolabrus adspersus	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	29	15
3673	Thalassoma bifasciatum	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	29	10
3674	Cryptotomus roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	1
3675	Sparisoma atomarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	1
3676	Sparisoma radians	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	3
3678	Sphyraena argentea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	3
3680	Polydactylus approximans	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	10
3681	Polydactylus opercularis	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	7
3682	Trichodon trichodon	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	9
3684	Opistognathus aurifrons	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	12
3686	Opistognathus macrognathus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	5
3687	Opistognathus maxillosus	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	29	7
3689	Opistognathus whitehursti	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	29	6
3692	Bathymaster signatus	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	13
3694	Rathbunella hypoplecta	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2
3695	Ronquilus jordani	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	3
3696	Bembrops anatirostris	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	29	11
3697	Bembrops gobioides	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	29	4
3700	Gillellus greyae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	29	4
3703	Astroscopus guttatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	3
3704	Astroscopus y-graecum	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	4
3706	Kathetostoma albigutta	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3707	Kathetostoma averruncus	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	5
3708	Acanthemblemaria aspera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3710	Alloclinus holderi	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2
3712	Chaenopsis limbaughi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	6
3718	Emblemaria pandionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
3723	Gibbonsia elegans	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	7
3725	Gibbonsia metzi	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	8
3726	Gibbonsia montereyensis	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	10
3727	Hemiemblemaria simulus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	6
3728	Heterostichus rostratus	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	7
3731	Gobioclinus guppyi	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5
3735	Labrisomus nuchipinnis	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	29	11
3736	Malacoctenus aurolineatus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	3
3737	Malacoctenus macropus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2
3738	Malacoctenus triangulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3740	Neoclinus blanchardi	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3742	Neoclinus uninotatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3747	Paraclinus integripinnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3755	Chasmodes saburrae	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	13
3756	Entomacrodus nigricans	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	29	9
3757	Hypleurochilus aequipinnis	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4
3759	Hypleurochilus geminatus	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	6
3760	Hypleurochilus springeri	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	6
3761	Hypsoblennius gentilis	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	6
3762	Hypsoblennius gilberti	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	4
3763	Hypsoblennius hentz	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	4
3768	Ophioblennius atlanticus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	7
3769	Parablennius marmoreus	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	29	9
3770	Scartella cristata	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	14
3771	Acantholumpenus mackayi	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	29	7
3772	Alectrias alectrolophus	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	11
3774	Lumpenopsis hypochroma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3776	Anoplarchus purpurescens	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	29	12
3777	Bryozoichthys lysimus	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	8
3779	Cebidichthys violaceus	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	8
3781	Chirolophis nugator	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2
3783	Eumesogrammus praecisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3785	Lumpenella longirostris	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	29	7
3786	Lumpenus fabricii	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	29	8
3788	Leptoclinus maculatus	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	7
3789	Anisarchus medius	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	5
3790	Lumpenus sagitta	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	9
3791	Phytichthys chirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	4
3792	Plagiogrammus hopkinsii	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	3
3796	Ulvaria subbifurcata	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	7
3797	Xiphister atropurpureus	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	7
3798	Xiphister mucosus	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	10
3799	Apodichthys flavidus	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	5
3802	Pholis fasciata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	3
3804	Pholis gunnellus	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	13
3805	Pholis laeta	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	3
3806	Pholis ornata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2
3809	Apodichthys fucorum	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	6
3810	Anarhichas denticulatus	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	29	13
3811	Anarhichas minor	0	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	29	16
3812	Anarhichas orientalis	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	29	11
3813	Anarrhichthys ocellatus	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	29	8
3815	Cryptacanthodes maculatus	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	29	9
3817	Cryptacanthodes aleutensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3818	Scytalina cerdale	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2
3819	Zaprora silenus	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	10
3820	Ammodytes americanus	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	11
3821	Ammodytes dubius	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	12
3822	Ammodytes hexapterus	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	10
3825	Diplogrammus pauciradiatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
3826	Dormitator latifrons	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	8
3827	Dormitator maculatus	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	12
3828	Eleotris picta	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	5
3829	Eleotris pisonis	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	11
3831	Gobiomorus dormitor	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	8
3832	Acanthogobius flavimanus	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	11
3837	Bathygobius soporator	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	10
3839	Bollmannia communis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
3840	Clevelandia ios	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	11
3843	Coryphopterus eidolon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	1
3844	Coryphopterus glaucofraenum	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	29	13
3847	Rhinogobiops nicholsii	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	29	10
3848	Coryphopterus personatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	2
3851	Eucyclogobius newberryi	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	7
3854	Gillichthys mirabilis	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	11
3855	Gnatholepis thompsoni	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	9
3858	Ctenogobius boleosoma	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	29	10
3862	Gobionellus oceanicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	3
3864	Ctenogobius saepepallens	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4
3865	Ctenogobius shufeldti	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	29	11
3870	Gobiosoma bosc	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	29	13
3876	Elacatinus oceanops	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	5
3877	Gobiosoma robustum	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	9
3880	Ilypnus gilberti	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	6
3881	Ptereleotris calliura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
3884	Lophogobius cyprinoides	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	10
3885	Lythrypnus dalli	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	8
3889	Lythrypnus zebra	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	7
3891	Microgobius gulosus	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	11
3894	Nes longus	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5
3896	Quietula y-cauda	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	8
3897	Priolepis hipoliti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
3900	Typhlogobius californiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
3905	Acanthurus randalli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	1
3906	Neoepinnula orientalis	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	6
3907	Nealotus tripes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	3
3908	Assurger anzac	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	4
3909	Benthodesmus elongatus	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	6
3910	Lepidopus fitchi	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	7
3915	Tetrapturus angustirostris	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	4
