	Anguilla	WD:Q212239	Anguillidae
	Anguilla	WD:Q9154612	Anguilla
	Small crustaceans	NCBI:406865	Small
	caddisfly	OTT:4229108	Trichoptera
	Polypedilum spp.	ITIS:568519	Polypedilum
	Diaphanosoma brachyurum	IRMNG:1285504	Diaphanosoma
	hymenopterans	NCBI:1187556	Hymenoptera
	odonate insects	NCBI:1187811	Odonata
	Simulium	OTT:840832	Simulium
	Dipteran (not Chironomidae)	NCBI:1187397	Diptera
	Sericostoma	GBIF:1435122	Sericostoma
	GLYCERA SPP	GBIF:8665204	Glycera
	Culicoides	OTT:5837020	Culicoides
	Terreblides stroemi	NCBI:1037239	Terebellides stroemii
	Gammaropsis sp.	WORMS:237570	Gammaropsis
EOL:8043	Picornavirus	NCBI:478841	Picornaviridae
EOL:8043	Picornavirus	NCBI:478852	Picornaviridae
FBC:FB:SPECCODE:5469	Synodontis batensoda	OTT:4138547	Synodontis
	mosquito	NCBI:1187309	Diptera
	mosquito	NCBI:1187363	Diptera
	Helobdella	OTT:146869	Helobdella
	Diptera 1	NCBI:1187389	Diptera
	Nemertea	NCBI:6217	Nemertea
	Damselfly	NCBI:50488	Zygoptera
	Alpheus sp	GBIF:8086705	Alpheus
	Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.          Thalassiosira spp.	NCBI:35127	Thalassiosira
	Lucifer	GBIF:2225993	Lucifer
	Anchovy	ITIS:161831	Engraulis encrasicolus
	Oligochaeta lumbr blue	GBIF:255	Clitellata
	Anacystis sp.	OTT:58143	Synechococcus
	Brachycera	NCBI:1187381	Diptera
	Musculua lateralis	IRMNG:1205204	Mus
	NEPHTYS CAECA	NCBI:714603	Nephtys caeca
	beetles	NCBI:1187205	Coleoptera
	COLEOPTERA (unidentified) (FRGAMENT)	NCBI:1187189	Coleoptera
	Glenodinium	GBIF:8384711	Glenodinium
	dogfish	WORMS:105814	Scyliorhinus canicula
	Culicoides type larvae	NCBI:1495489	Culicoides
	Lepidoptera	OTT:965954	Lepidoptera
	mixed crabs	GBIF:3238729	Brachyura
	Calanoid copepodite	OTT:461523	Calanoida
	Synalpheus	NCBI:1503830	Synalpheus
	water naiad	GBIF:3255893	Najas
	Onykia robsoni	WD:Q13924184	Onykia robsoni
ITIS:81760	Hiatellidae	WD:Q3805763	Saxicavella
	Caddisfly	IRMNG:1410230	Trichoptera
	Gymnoscopelus braueri	GBIF:2405929	Electrona antarctica
	Mithrax	WORMS:450365	Mithrax
	Loligo opalescens	WD:Q2706095	Loligo
	Megalop larvae	IRMNG:10704	Decapoda
	Hermit crabs	ITIS:206947	Paguroidea
	Ophelina sp.	OTT:869555	Ophelina
	Lyngbya spp.	NCBI:1414810	Lyngbya
	Alpheus normani	NCBI:150896	Alpheus normanni
	Dipteran (not Chironomidae) larvae	NCBI:1187329	Diptera
	ANOPHELES SPP	NCBI:337524	Anopheles
	aquatic Diptera	NCBI:1187393	Diptera
	Dinophyceae	OTT:4038263	Dinophyceae
	Pleodorina sp.	OTT:5661755	Eudorina
	MYSIS MIXTA	IRMNG:1438377	Mysis
	Petrolisthes galathinus	OTT:687838	Petrolisthes galathinus
	Acropora polyps	WORMS:730685	Isopora
	pelagic crabs	IRMNG:1402579	Brachyura
	Loligo sp.	IRMNG:1286648	Loligo
	Diptera larvae	NCBI:1187327	Diptera
	Diptera larvae	NCBI:1187379	Diptera
	Eunice sp.	IRMNG:1049167	Eunice
	Petrolishtes galathinus	OTT:687838	Petrolisthes galathinus
	Tendipedids	NCBI:891949	Chironomidae
	Loligo v. reynaudii	IRMNG:1247548	Loligo
	hemiptera	NCBI:1187455	Hemiptera
	Octopus  sp.	GBIF:459	Octopoda
	Megalops (Brachyura)	IRMNG:1277084	Megalops
	Pleurocapsa sp.	GBIF:3216342	Pleurocapsa
	Navicula sp.	WORMS:179475	Navicula
	caddis flies larvae	IRMNG:11007	Trichoptera
	Jania	GBIF:3250950	Jania
FBC:FB:SPECCODE:6083	Cynoglossus macrostomus	NCBI:529105	Cynoglossus
	Other blue green algae	GBIF:9190658	Boiga dendrophila
	caenid larvae	IRMNG:1025269	Calopterella
	Macrophthalmus hirtipes	IRMNG:11737839	Hemiplax hirtipes
	adult Diptera	NCBI:1187380	Diptera
	Lepidoptera larvae	NCBI:1187795	Lepidoptera
	Rhynchocoela	NCBI:981510	Nemertea
	trichopteran larva	IRMNG:1410230	Trichoptera
	Phyllodoce groenlandica	OTT:956736	Anaitides groenlandica
	Lamellaria limacosphaera	GBIF:7234913	Lamellaria
	Fragillaria sp.	GBIF:3192257	Fragilaria
	Pallasea	NCBI:1842046	Pallasea
	cirratulids	OTT:179572	Cirratulus
	OPHELINA SPP	NCBI:1110463	Ophelina
	dipteran pupae	NCBI:1187344	Diptera
	dipterans	NCBI:1187307	Diptera
	dipterans	NCBI:1187355	Diptera
	dipteran	NCBI:1187364	Diptera
	dipteran	NCBI:1187378	Diptera
	Haplochromis	NCBI:227761	Haplochromis
	Cricotopus	NCBI:1667443	Cricotopus
	Crab zoea	IRMNG:1402579	Brachyura
	small crustaceans	NCBI:406865	Small
	Hymenoptera	NCBI:1187549	Hymenoptera
	Diptera	NCBI:1187380	Diptera
	Cyprinodon variegatus	GBIF:4284440	Cyprinodon variegatus
	Carinaria sp.	IRMNG:1305016	Carinaria
	Leptostylus sp.	IRMNG:1336476	Leptostylus
	Syngnathus spp.	GBIF:2332887	Syngnathus
	Cobitis sp.	NCBI:1707104	Cobitis
	Perinereis	NCBI:6354	Perinereis
	pleuronectiformes	IRMNG:12018	Pleuronectiformes
	bluefish	NCBI:75034	Pomatomus saltatrix
	Praxillella praetermissa	OTT:784957	Praxillella praetermissa
	OPHIOCOMA SPP	WORMS:123592	Ophiocoma
	Alima hyalina	ITIS:99172	Alima hyalina
	Brachycera sp.	NCBI:1187356	Diptera
	hemipterans	OTT:603650	Hemiptera
	diptera adults	NCBI:1187354	Diptera
	Megalops (Brachyura)	GBIF:2346650	Megalops
	Diadema pedicellariae	OTT:4024672	Diademoides
	odonate adults	NCBI:1187812	Odonata
	ants	OTT:4565513	Hymenoptera
	Cricotopus sp. larvae	OTT:5823909	Cricotopus
	terrestrial flies	NCBI:1187356	Diptera
	Bryopsis sp.	WORMS:647239	Bryopsis
	Nereis - Glycera	WORMS:326114	Nereis
	Mosquito larvae	OTT:4910962	Mosquito
	fly	NCBI:1187331	Diptera
	hymenoptera	NCBI:1187565	Hymenoptera
	Phronima spp.	IRMNG:1340309	Phronima
	Microcystis viridis	NCBI:762591	Microcystis viridis
	Zoanthus sp.	NCBI:1209909	Zoanthus
	terrestrial Diptera	NCBI:1187404	Diptera
	caddis	NCBI:1187825	Trichoptera
	Brachycera sp.	OTT:4513450	Diptera
	Gymnoscopelus bolini	ITIS:623809	Electrona antarctica
	Austrodecus sp.	WORMS:134579	Austrodecus
	Scenedesmus bijugus	IRMNG:11862105	Scenedesmus bijugus
	Dipteran (not Chironomidae)	NCBI:1187374	Diptera
	Calanus similimus	OTT:757626	Calanoides
	Pontonia sp.	WORMS:587895	Pontonia
	Corystes	WORMS:450308	Corystes
	Sphyraena barracuda	IRMNG:11127931	Sphyraena barracuda
	Mya	GBIF:2288941	Mya
	Diptera 1	NCBI:1187388	Diptera
	Small cladocerans	OTT:4809432	Small
	Barbus sp.	IRMNG:1271476	Barbus
	Beetle	OTT:4590052	Coleoptera
	terrestrial dipterans	NCBI:1187399	Diptera
	mysis	WORMS:119822	Mysidae
	Anabaena	OTT:339227	Anabaena
	mussel	WORMS:211	Mytilidae
	Acartia patersoni	OTT:2956353	Acartiella
	vegetable matter	EOL:867915	Atractomorpha similis
	Zoea larvae	WORMS:881904	Zoea
	Periclemenes iridescens?	OTT:62884	Periclimenes
	Alpheus sp.	OTT:812822	Alpheus
	small sharks	NCBI:406881	Small
	small sharks	NCBI:415361	Small
	Asterias	IRMNG:11886111	Asterias
FBC:FB:SPECCODE:8958	Cynoglossus joyneri	OTT:3640604	Cynoglossus
	HEMIPTERA	OTT:603650	Hemiptera
	LEPIDOPTERA	OTT:5521567	Lepidoptera
	thrips	OTT:722714	Thrips
	Fragilaria spp.	WORMS:640733	Fragilaria
	Sagitta spp.	GBIF:8516154	Sagitta
	Prorocentrum sp.	OTT:215485	Prorocentrum
	Nais sp.	OTT:269906	Nais
	Phidiana pugnax	ITIS:78717	Phidiana pugnax
	Diptera midges(pupa)	OTT:4513072	Diptera
	Trichoptera larvae/nymphs	GBIF:1522685	Calopterella
	centrales	OTT:5602796	Centrales
	Xenopus capensis	OTT:894431	Xenopus calcaratus
	lancetfishes	GBIF:3242851	Acanthurus
	Sarcophagidae	OTT:4371676	Sarcophagidae
	Flyingfish	IRMNG:10151153	Cheilopogon spilonotopterus
	Chimarra	WD:Q15206205	Chimarra
FBC:SLB:SPECCODE:57948	Doryteuthis sanpaulensis	ITIS:82370	Loligo
	caenid larvae	GBIF:1003	Trichoptera
	Goby	ITIS:636959	Amoya moloanus
	Barchyuran megalops	GBIF:3238729	Brachyura
	aquatic Diptera	NCBI:1187342	Diptera
	aquatic Diptera	NCBI:1187372	Diptera
	Tabellaria sp.	GBIF:3195700	Tabellaria
	alderflies	IRMNG:1367207	Megaloptera
	Urticina piscivora	WD:Q3022921	Urticina
	Stolephorus commersonii	EOL:593676	Stolephorus commersonnii
	Tubifex	GBIF:2308437	Tubifex
	Asterias rubens	ITIS:157216	Asterias amurensis
	Pagurus sp.	WORMS:106854	Pagurus
	Stenelmis	NCBI:195300	Stenelmis
	Diptera larvae	NCBI:1187368	Diptera
	diptera	NCBI:1187358	Diptera
	Chironomus sp.	NCBI:113488	Chironomus
	brachyura	GBIF:3240265	Brachyura
	flounders	ITIS:172714	Bothidae
	Sandeel	EOL:224136	Ammodytes marinus
	terrestrial hymenopterans	NCBI:1187567	Hymenoptera
	Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.                   Caryophyllia sp.	WORMS:135085	Caryophyllia
	Enteropneusta	IRMNG:1167	Enteropneusta
	Icichthys lockingtoni	WD:Q3258263	Icichthys lockingtoni
	Alpheus floridanus	NCBI:149456	Alpheus floridanus
	aquatic Diptera larvae	NCBI:1187326	Diptera
	Diptera pupae	NCBI:1187325	Diptera
	Protomyctophum normani	OTT:3629396	Protomyctophum normani
	Calanus minor	OTT:561277	Nannocalanus minor
FBC:SLB:SPECCODE:38957	Nereis pelagica	NCBI:867323	Nereis pelagica
	Hyalella sp.	OTT:5931380	Hyalella
	Fragillaria	GBIF:3192257	Fragilaria
	Corophium acherusicum	IRMNG:10233806	Monocorophium acherusicum
	Pyralidae	NCBI:7135	Pyralidae
	Pleurosigma salinarum	GBIF:7650819	Pleurosigma
	Protoperidinium sp.	IRMNG:1193389	Protoperidinium
	Priacanthus cruentatus	NCBI:270571	Priacanthus
	Uca	WORMS:439968	Uca
	aquatic dipterans	NCBI:1187357	Diptera
	stoneflies	OTT:4176102	Plecoptera
	Diptera midges(pupa)	NCBI:1187304	Diptera
	Diptera midges(pupa)	NCBI:1187407	Diptera
	Ostrea virginica	GBIF:9111563	Ostrea
	Heptacarpus camchatica	GBIF:2226436	Heptacarpus
	Unidentified fish	WORMS:11676	Pisces
	holothuria	WORMS:123659	Holothuria
	Daphianosoma	GBIF:6007355	Ctenopoda
	Scarus evermanni	OTT:295233	Scarus
	Goby	OTT:961449	Gobiidae
	OPHELINA SPP	NCBI:73385	Ophelina
	Clavularia species	GBIF:2587703	Cornucopiella
	small sharks	OTT:4809407	Small
	Gnathophausia sp.	GBIF:3255561	Gnathophausia
	Planorbis	GBIF:5189719	Planorbis
	Hydropsyche	NCBI:1876522	Hydropsyche
	hydroid	IRMNG:1304	Hydrozoa
	Trachurus sp.	GBIF:5428896	Trachurus
	Diptera 2	NCBI:1187342	Diptera
	Diptera 2	NCBI:1187366	Diptera
	cladocerans	WD:Q132649	Cephalocarida
	organic debris	NCBI:938083	Organic
FBC:FB:SPECCODE:372	Trachurus declivis	GBIF:8490298	Trachurus
	coelopteran	NCBI:1187201	Coleoptera
	dragon fly larvae	IRMNG:1310352	Anisoptera
	Holothuria thomasi	WORMS:241396	Holothuria
	Holothuria thomasi	WORMS:528631	Holothuria
	crabs larvae	GBIF:3238729	Brachyura
	anemone	OTT:385038	Anemone
	dipteran nymphs	NCBI:1187386	Diptera
	Coleoptera	NCBI:1187202	Coleoptera
	Scirtid broad	NCBI:1187190	Coleoptera
	dragonfly nymph	GBIF:7446985	Anisoptera
	salmon	EOL:206776	Salmo salar
	small crabs	NCBI:415377	Small
	Diptera	NCBI:1187334	Diptera
	Diptera	NCBI:1187394	Diptera
	COLEOPTERA	OTT:4589768	Coleoptera
EOL:421	Diptera	NCBI:1187337	Diptera
	Synalpheus brevicarpus	OTT:5539608	Synalpheus brevicarpus
	Portunus sp.	WORMS:439967	Portunus
	Harmothoe waahli	IRMNG:11867830	Harmothoe waahli
	Oncorhynchus tshawytscha	IRMNG:10576735	Oncorhynchus tshawytscha
	Homoptera	WD:Q26371	Hemiptera
	aquatic coleopterans	NCBI:1187202	Coleoptera
	Amphiura	WORMS:123666	Amphiura
	Diptera adult	NCBI:1187324	Diptera
	ants	OTT:4568625	Hymenoptera
	Leptocerus	GBIF:3263326	Leptocerus
	Haplochromis spp.	NCBI:227764	Haplochromis
	Sebastes	OTT:417356	Sebastes
	Zoanthus spp.	NCBI:299524	Zoanthus
	Holothuria sp.	WORMS:528636	Holothuria
	Anisoptera nymphs	GBIF:1687770	Anisoptera
	Nereis - Glycera	WORMS:326115	Nereis
	Mosquito larvae	OTT:4809395	Mosquito
	fly	NCBI:1187357	Diptera
	Larsia	GBIF:8084898	Larsia
	Microcystis viridis	NCBI:762598	Microcystis viridis
	ducks	ITIS:714011	Anatinae
	terrestrial Diptera	NCBI:1187338	Diptera
	Synalphaeus sp.	NCBI:1503829	Synalpheus
	Platynectes	IRMNG:1309177	Platynectes
	mixed crabs	IRMNG:1402579	Brachyura
	Squilla sp	IRMNG:1321677	Squilla
	Coleoptera	OTT:4589766	Coleoptera
	coleopterans	NCBI:1187198	Coleoptera
	coleopterans	NCBI:1187202	Coleoptera
	Zygnema	OTT:5413027	Zygnema
	OIKOPLEURA SPP	ITIS:159664	Appendicularia
	Squilla? sp.	IRMNG:1321716	Squilla
	Coregonus lavaretus lavaretus	GBIF:2351211	Coregonus lavaretus
EOL:73077	Diadema	OTT:312262	Diadema
	Mytilus sp.	OTT:1025560	Mytilus
	Thunnus spp.	ITIS:613008	Thunnus
	Diptera 1	NCBI:1187356	Diptera
	Polypedilum (Tripoudura)	WORMS:150883	Polypedilum
	Endochrionomus	NCBI:891951	Chironomidae
	coleopterans	OTT:4590052	Coleoptera
	Nephthys longicornis	IRMNG:1288772	Nephthea
	cladocera	GBIF:235	Cephalocarida
	Dasyatis chrysonota	NCBI:32439	Dasyatis
	NEREIS DIVERSICOLOR	NCBI:575916	Hediste diversicolor
	bloodworms pupae	NCBI:891951	Chironomidae
	Brachycera	NCBI:1187372	Diptera
	Argentina	GBIF:3026341	Argentina
	fish Eggs	GBIF:204	Actinopterygii
	Tricolia sp.	OTT:579055	Tricolia
	MYSIS MIXTA	WORMS:119886	Mysis
	Pimelodella	GBIF:2338709	Pimelodella
	Chironomidae (Microtendipes - Tanytarsus - Pseudochironomus - Limnochironomus)	NCBI:1981568	Chironomidae
	Anabaena  sp.	NCBI:264663	Anabaena
	Harmothoe sarsi	WORMS:326099	Harmothoe
	Diopatra sp.	OTT:1042378	Diopatra
	Nemacheilus sp.	IRMNG:1288526	Nemacheilus
	Asellus sp.	ITIS:542504	Asellus
	Atherina spp.	WORMS:125659	Atherina
	Diamesid Blond	NCBI:891950	Chironomidae
	Cymbella  sp.	GBIF:8210310	Cymbella
	Artemia	NCBI:6660	Artemia
	Chironomids larvae	NCBI:891949	Chironomidae
	Navicula spp.	IRMNG:11753956	Navicula
	Plecoptera sp.	GBIF:1772826	Plecoptera
	small catfishes	OTT:701516	Siluriformes
	Thysanopoda spp.	IRMNG:1281782	Thysanopoda
	Pseudoma truncatum	OTT:4774830	Pseudomonas
	Small sharks	NCBI:406883	Small
	Zoanthus	OTT:640104	Zoanthus
	Hypsopsetta guttulata	WD:Q3234885	Hypsopsetta guttulata
	Dipteran (not Chironomidae) larvae	NCBI:1187351	Diptera
FBC:FB:SPECCODE:6977	squids	WORMS:11716	Teuthida
	Larvacea	IRMNG:1037338	Appendicularia
	Cancer sp	WORMS:450296	Cancer
	Caprella equilibra	IRMNG:10242519	Caprella equilibra
FBC:SLB:SPECCODE:51331	Haliclona oculata	GBIF:9142188	Haliclona oculata
	Thysanopoda spp.	GBIF:7813399	Thysanopoda
	Cyclops  sp.	IRMNG:1304038	Cyclops
	Peridinium cinctum	IRMNG:10010645	Peridinium cinctum
	pelagic crabs	GBIF:3238729	Brachyura
	Closterium spp.	WORMS:674464	Closterium
	dipteran pupa	NCBI:1187390	Diptera
	dipteran pupa	NCBI:1187403	Diptera
	Mithrax pleuracanthus	GBIF:2226772	Mithrax
	Ursus maritimus	GBIF:9129273	Vaccinium uliginosum
	Holothuria	WORMS:528636	Holothuria
	chronomid larvae	NCBI:891952	Chironomidae
	Bagrus	GBIF:7644305	Bagrus
	Lumbricus capitatus	OTT:966421	Capitella capitata
	Lyngbya sp. 3	OTT:5254276	Lyngbya
	PHASCOLION STROMBI	ITIS:772480	Phascolion
	Leucon	WORMS:110435	Leucon
	Blow fly larvae	OTT:5847570	Lucilia
	Blow fly larvae	OTT:942450	Lucilia
	Praunus flexosus	WORMS:106930	Portunus
	shrimp parts	EOL:2602479	Caridea
	spionids	OTT:912396	Spionidae
	Diptera pupae	NCBI:1187311	Diptera
	Diptera pupae	NCBI:1187392	Diptera
	aquatic coleopteran larvae	NCBI:1187189	Coleoptera
	Spisula spp.	IRMNG:1289739	Spisula
	Oegopsida	WD:Q639672	Oegopsina
	Periclimenes sp.	OTT:62884	Periclimenes
	Surirella fastuosa	WORMS:616656	Surirella fastuosa
	Lymnaea sp.	NCBI:6522	Lymnaea
	Scarus sp.	OTT:563714	Scarus
	Calanus similimus	WORMS:104152	Calanus
	Nais sp.	WD:Q6959800	Naïs
	Cottidae	IRMNG:115585	Cottidae
	Rineloricaria	OTT:5925219	Rineloricaria
	CHLOROPHYTA	ITIS:5414	Chlorophyta
	coelenterata	ITIS:48738	Cnidaria
	Eucalanus	GBIF:7235929	Eucalanus
	Acanthurus chirurgus	EOL:207121	Stegastes limbatus
	Physa sp.	OTT:1077937	Physa
EOL:8043	Picornavirus	OTT:4893082	Picornaviridae
	CHIRONOMIDAE	OTT:4468575	Chironomidae
	eggs of polychaetes	IRMNG:1396214	Polychaeta
	Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.                    Terebella sp.	NCBI:547540	Terebella
	bonito	FBC:FB:SpecCode:115	Sarda sarda
	dipteran pupae	NCBI:1187329	Diptera
	dipteran pupae	NCBI:1187395	Diptera
	Microcystis aeruginosa	NCBI:1050227	Microcystis aeruginosa
	Achnanthes sp.	GBIF:8348111	Achnanthes
	Portunus spp.	WORMS:450422	Portunus
	Dendrobranchiata	OTT:212710	Dendrobranchiata
	Pyrosoma tunicates	OTT:86590	Pyrostremma
	squids	IRMNG:10572380	Arctozenus risso
NODC:61880301	Cancridae (crab) Cancer sp.	WORMS:450299	Cancer
	dipterans	NCBI:1187348	Diptera
	trichopterans (unspec.)	NCBI:1129109	Trichoptera
	dipteran	NCBI:1187370	Diptera
	barnacle	WD:Q266221	Balanidae
	Crab zoea	IRMNG:1402536	Brachyura
	caenid larvae	NCBI:1129109	Trichoptera
	Ammotrypane aulogaster	NCBI:880401	Ophelina acuminata
	Abraliopsis spp.	WORMS:137931	Abraliopsis
	Nitzschia lognissima	WORMS:149045	Nitzschia
	mackerel	IRMNG:10940030	Scomberomorus guttatus
FBC:FB:SPECCODE:271	Carassius auratus auratus	OTT:691443	Carassius auratus
	Cymbella	IRMNG:1354230	Cymbella
	Anisoptera	IRMNG:1275254	Conocephalus
	BRACHYCERA SPP	NCBI:1187371	Diptera
	BRACHYCERA SPP	NCBI:1187372	Diptera
	small fish	OTT:773483	Actinopterygii
	Trichopteran	IRMNG:1410256	Trichoptera
	Gomphonema olivaceum	IRMNG:10433511	Gomphonema olivaceum
	barnacle	GBIF:9019362	Balanus
	chaetognath	IRMNG:1252651	Chaetognatha
	Onuphis sp.	WORMS:173805	Onuphis
	Brachycera sp.	NCBI:1187385	Diptera
	Brachycera sp.	NCBI:1187396	Diptera
	Ophelina	NCBI:73385	Ophelina
	Nitzschia proxima	OTT:5987611	Nitzschia
	unidenified dipterans	NCBI:1187400	Diptera
	trichopteran larvae	IRMNG:1025269	Calopterella
	Tricolia sp.	NCBI:335793	Tricolia
	Periclemenes americanus	WORMS:587853	Periclimenes
	eel	IRMNG:10155183	Anguilla anguilla
FBC:FB:SPECCODE:1979	Trachurus novaezelandiae	GBIF:5428896	Trachurus
	Stylea sp.	NCBI:7721	Styelidae
	MUSCULUS DISCORS	WD:Q3014560	Musculus discors
	Sebastes	OTT:696010	Sebastes
	Cirratulus cirratus	NCBI:876028	Cirratulus cirratus
	Lepisosteus osseus	ITIS:161093	Lepisosteus
	fly	NCBI:1187307	Diptera
	hymenoptera	NCBI:1187569	Hymenoptera
	Microcystis viridis	NCBI:1289130	Microcystis viridis
	Small crustaceans	NCBI:406886	Small
	ciliates	WD:Q18608370	Ciliophora
	Ephemera nymph	IRMNG:1300696	Ephemera
	Orthocladiinae	OTT:517835	Orthocladiinae
	Atherina	WORMS:125659	Atherina
	Hiperiidae	NCBI:1129073	Hesperiidae
	Periclemenes iridescens?	WORMS:587913	Periclimenes
	Asellus stygius	IRMNG:1276421	Mora
	Nueroptera	GBIF:2109890	Nemoptera
EOL:485904	Capitella capitata	NCBI:876026	Capitella capitata
	Small crustaceans	OTT:4809406	Small
	Terrestrial Hemiptera	OTT:5246630	Terrestrial
	Midges	OTT:4468577	Chironomidae
	mosquito	NCBI:1034792	Mosquito
	terrestrial dipterans	NCBI:1187325	Diptera
	Hyale	IRMNG:1266886	Hyale
	Crangon zoea	IRMNG:1275659	Alpheus
	Xenopus tadpole	GBIF:3268903	Xenopus
	Spirulina laxissima	NCBI:1236702	Spirulina laxissima
	Planorbis sp.	IRMNG:1406366	Planorbis
	Sida - Eurycercus	GBIF:7863870	Sida
	Alima larvae	IRMNG:1331173	Alima
	Onuphis? sp.	WORMS:326128	Onuphis
	Tanytarsus	NCBI:288883	Tanytarsus
	Terrestrial invertebrates	IRMNG:11	Animalia
FBC:FB:SPECCODE:6977	Arctozenus risso	IRMNG:10572380	Arctozenus risso
	mouse	EOL:328450	Mus musculus
	PHILINE SCABRA	IRMNG:10579855	Lepidonotothen nudifrons
	Anura	NCBI:8397	Ranidae
	Bosmina spp.	IRMNG:1313043	Bosmina
	ants	NCBI:1187553	Hymenoptera
	Nais	WD:Q928224	Nais
	hermit crabs	IRMNG:1346163	Pagurus
	flies	NCBI:1187340	Diptera
	Coral	WD:Q27685078	Anthozoa
	Chironomidae larvae	NCBI:891949	Chironomidae
	Rhynchocinetes typus	OTT:2973888	Rhynchocinetes typus
	Haliporoides sibogae	GBIF:2223359	Haliporoides sibogae
	Electrona carlsbergi	IRMNG:10152257	Electrona carlsbergi
	Terrestrial Invertebrates	WORMS:1307	Insecta
	Evadna sp.	GBIF:3244012	Evadne
	Cyprinidae fry	IRMNG:104824	Arcticidae
	Small crabs	OTT:4809451	Small
EOL:206692	Gadus morhua	NCBI:328277	Gadus morhua
	Chlorophyta	ITIS:5414	Chlorophyta
	Megalops	IRMNG:1276568	Megalops
	Leptochela sp. (pl)	IRMNG:1345584	Leptochela
	argentines	ITIS:24666	Potentilla
	Lucifer typus	OTT:668864	Lucifer
	LEPIDORHOMBUS WHIFFIAGONIS	OTT:530996	Lepidorhombus whiffiagonis
	Homoptera	NCBI:1187449	Hemiptera
	Characidae	WD:Q625352	Characidae
	Loligo opalescens	GBIF:8228895	Loligo
	terrestrial Coleopteras	NCBI:1187196	Coleoptera
	Diptera larvae	NCBI:1187337	Diptera
	Red string	NCBI:151448	Red
	Ling	IRMNG:10144692	Molva molva
	Loligo sanpaulensis	IRMNG:1286648	Loligo
	Megalops atlantica	GBIF:2459254	Megalops
	Diptera 2	OTT:4513070	Diptera
	Oscillatoria	GBIF:8762394	Oscillatoria
	macrophthalmus	GBIF:3266482	Macrophthalmus
	Cymbella sp.	WORMS:149538	Cymbella
	Diptera pupae	NCBI:1187335	Diptera
	Diptera pupae	NCBI:1187370	Diptera
	Diptera pupae	NCBI:1187407	Diptera
	Tanais cavolinii	IRMNG:10605605	Tanais grimaldii
	Lymnea atkaensis	WORMS:724427	Corvusiana
	Lepidopterans	NCBI:1464437	Lepidoptera
	Eucalanus	IRMNG:1332328	Eucalanus
	HYDROPSYCHE	ITIS:598728	Hydropsyche
	dragon fly larvae	GBIF:2108075	Anisoptera
	chironomids (unspec.)	NCBI:891951	Chironomidae
	small crabs	OTT:4809451	Small
	adult Diptera	NCBI:1187355	Diptera
	Eunotia curvata	OTT:5655750	Eunotia bilunaris
	Nitzschia sp. 1	NCBI:1747711	Nitzschia
	aquatic dipterans	NCBI:1187337	Diptera
	aquatic dipterans	NCBI:1187388	Diptera
	Oikopleura	IRMNG:1357	Appendicularia
	Diptera midges(pupa)	NCBI:1187353	Diptera
	beetle	NCBI:1187197	Coleoptera
	Gomphonema angustatum	OTT:2815099	Gomphonema angustatum
	dipteran pupae	NCBI:1187343	Diptera
	dipteran pupae	NCBI:1187359	Diptera
	Midges	NCBI:891950	Chironomidae
	Alima hyalina	WD:Q4514738	Alima neptuni
	small sharks	OTT:4809431	Small
